experiment,Subject_global,N_train,testMSElabels,testMSElabels_Efron,%trials choose right side,%trials choose complex model,bias (true gen),bias (testMSE),bias (testMSE_Efron),bias (testMAE),bias (testTSE),human_Efron_choiceprobdiff
exp4,159,10.0,0.041666666666666664,0.10416666666666667,0.5,0.6458333333333334,0.14583333333333334,0.6041666666666666,0.5416666666666666,0.5833333333333334,0.22916666666666666,0.5416666666666667
exp4,159,50.0,0.041666666666666664,0.0625,0.5416666666666666,0.5416666666666666,0.041666666666666664,0.5,0.4791666666666667,0.5208333333333334,0.16666666666666666,0.47916666666666663
exp4,160,10.0,0.041666666666666664,0.10416666666666667,0.5,0.4791666666666667,-0.020833333333333332,0.4375,0.375,0.4166666666666667,0.0625,0.375
exp4,160,50.0,0.041666666666666664,0.0625,0.4791666666666667,0.7708333333333334,0.2708333333333333,0.7291666666666666,0.7083333333333334,0.75,0.3958333333333333,0.7083333333333334
exp4,161,10.0,0.041666666666666664,0.10416666666666667,0.625,0.0,-0.5,-0.041666666666666664,-0.10416666666666667,-0.0625,-0.4166666666666667,-0.10416666666666667
exp4,161,50.0,0.041666666666666664,0.0625,0.4791666666666667,0.041666666666666664,-0.4583333333333333,0.0,-0.020833333333333332,0.020833333333333332,-0.3333333333333333,-0.020833333333333336
exp4,162,10.0,0.041666666666666664,0.10416666666666667,0.4791666666666667,0.5416666666666666,0.041666666666666664,0.5,0.4375,0.4791666666666667,0.125,0.43749999999999994
exp4,162,50.0,0.041666666666666664,0.0625,0.4166666666666667,0.4791666666666667,-0.020833333333333332,0.4375,0.4166666666666667,0.4583333333333333,0.10416666666666667,0.4166666666666667
exp4,163,10.0,0.041666666666666664,0.10416666666666667,0.6041666666666666,0.6458333333333334,0.14583333333333334,0.6041666666666666,0.5416666666666666,0.5833333333333334,0.22916666666666666,0.5416666666666667
exp4,163,50.0,0.041666666666666664,0.0625,0.375,0.625,0.125,0.5833333333333334,0.5625,0.6041666666666666,0.25,0.5625
exp4,164,10.0,0.041666666666666664,0.10416666666666667,0.3958333333333333,0.9375,0.4375,0.8958333333333334,0.8333333333333334,0.875,0.5208333333333334,0.8333333333333334
exp4,164,50.0,0.041666666666666664,0.0625,0.5416666666666666,0.5208333333333334,0.020833333333333332,0.4791666666666667,0.4583333333333333,0.5,0.14583333333333334,0.45833333333333337
exp4,165,10.0,0.041666666666666664,0.10416666666666667,0.4375,0.20833333333333334,-0.2916666666666667,0.16666666666666666,0.10416666666666667,0.14583333333333334,-0.20833333333333334,0.10416666666666667
exp4,165,50.0,0.041666666666666664,0.0625,0.4166666666666667,0.3541666666666667,-0.14583333333333334,0.3125,0.2916666666666667,0.3333333333333333,-0.020833333333333332,0.2916666666666667
exp4,166,10.0,0.041666666666666664,0.10416666666666667,0.5416666666666666,0.5,0.0,0.4583333333333333,0.3958333333333333,0.4375,0.08333333333333333,0.3958333333333333
exp4,166,50.0,0.041666666666666664,0.0625,0.5,0.4791666666666667,-0.020833333333333332,0.4375,0.4166666666666667,0.4583333333333333,0.10416666666666667,0.4166666666666667
exp4,167,10.0,0.041666666666666664,0.10416666666666667,0.3958333333333333,0.08333333333333333,-0.4166666666666667,0.041666666666666664,-0.020833333333333332,0.020833333333333332,-0.3333333333333333,-0.020833333333333343
exp4,167,50.0,0.041666666666666664,0.0625,0.3541666666666667,0.4375,-0.0625,0.3958333333333333,0.375,0.4166666666666667,0.0625,0.375
exp4,168,10.0,0.041666666666666664,0.10416666666666667,0.4791666666666667,0.041666666666666664,-0.4583333333333333,0.0,-0.0625,-0.020833333333333332,-0.375,-0.0625
exp4,168,50.0,0.041666666666666664,0.0625,0.4166666666666667,0.22916666666666666,-0.2708333333333333,0.1875,0.16666666666666666,0.20833333333333334,-0.14583333333333334,0.16666666666666666
exp4,169,10.0,0.041666666666666664,0.10416666666666667,0.7083333333333334,0.4583333333333333,-0.041666666666666664,0.4166666666666667,0.3541666666666667,0.3958333333333333,0.041666666666666664,0.35416666666666663
exp4,169,50.0,0.041666666666666664,0.0625,0.5625,0.6666666666666666,0.16666666666666666,0.625,0.6041666666666666,0.6458333333333334,0.2916666666666667,0.6041666666666666
exp4,170,10.0,0.041666666666666664,0.10416666666666667,0.5625,0.0,-0.5,-0.041666666666666664,-0.10416666666666667,-0.0625,-0.4166666666666667,-0.10416666666666667
exp4,170,50.0,0.041666666666666664,0.0625,0.4791666666666667,0.0625,-0.4375,0.020833333333333332,0.0,0.041666666666666664,-0.3125,0.0
exp4,171,10.0,0.041666666666666664,0.10416666666666667,0.4583333333333333,0.0,-0.5,-0.041666666666666664,-0.10416666666666667,-0.0625,-0.4166666666666667,-0.10416666666666667
exp4,171,50.0,0.041666666666666664,0.0625,0.6875,0.16666666666666666,-0.3333333333333333,0.125,0.10416666666666667,0.14583333333333334,-0.20833333333333334,0.10416666666666666
exp4,172,10.0,0.041666666666666664,0.10416666666666667,0.5625,0.041666666666666664,-0.4583333333333333,0.0,-0.0625,-0.020833333333333332,-0.375,-0.0625
exp4,172,50.0,0.041666666666666664,0.0625,0.5625,0.16666666666666666,-0.3333333333333333,0.125,0.10416666666666667,0.14583333333333334,-0.20833333333333334,0.10416666666666666
exp4,173,10.0,0.041666666666666664,0.10416666666666667,0.3541666666666667,0.6041666666666666,0.10416666666666667,0.5625,0.5,0.5416666666666666,0.1875,0.49999999999999994
exp4,173,50.0,0.041666666666666664,0.0625,0.041666666666666664,0.375,-0.125,0.3333333333333333,0.3125,0.3541666666666667,0.0,0.3125
exp4,174,10.0,0.041666666666666664,0.10416666666666667,0.5625,0.0,-0.5,-0.041666666666666664,-0.10416666666666667,-0.0625,-0.4166666666666667,-0.10416666666666667
exp4,174,50.0,0.041666666666666664,0.0625,0.4583333333333333,0.08333333333333333,-0.4166666666666667,0.041666666666666664,0.020833333333333332,0.0625,-0.2916666666666667,0.02083333333333333
exp4,175,10.0,0.041666666666666664,0.10416666666666667,0.4375,0.625,0.125,0.5833333333333334,0.5208333333333334,0.5625,0.20833333333333334,0.5208333333333334
exp4,175,50.0,0.041666666666666664,0.0625,0.5833333333333334,0.4166666666666667,-0.08333333333333333,0.375,0.3541666666666667,0.3958333333333333,0.041666666666666664,0.3541666666666667
exp4,176,10.0,0.041666666666666664,0.10416666666666667,0.4583333333333333,0.0,-0.5,-0.041666666666666664,-0.10416666666666667,-0.0625,-0.4166666666666667,-0.10416666666666667
exp4,176,50.0,0.041666666666666664,0.0625,0.5416666666666666,0.0,-0.5,-0.041666666666666664,-0.0625,-0.020833333333333332,-0.375,-0.0625
exp4,177,10.0,0.041666666666666664,0.10416666666666667,0.6041666666666666,0.3958333333333333,-0.10416666666666667,0.3541666666666667,0.2916666666666667,0.3333333333333333,-0.020833333333333332,0.29166666666666663
exp4,177,50.0,0.041666666666666664,0.0625,0.4791666666666667,0.14583333333333334,-0.3541666666666667,0.10416666666666667,0.08333333333333333,0.125,-0.22916666666666666,0.08333333333333334
exp4,178,10.0,0.041666666666666664,0.10416666666666667,0.4791666666666667,0.9583333333333334,0.4583333333333333,0.9166666666666666,0.8541666666666666,0.8958333333333334,0.5416666666666666,0.8541666666666667
exp4,178,50.0,0.041666666666666664,0.0625,0.5416666666666666,1.0,0.5,0.9583333333333334,0.9375,0.9791666666666666,0.625,0.9375
exp4,179,10.0,0.041666666666666664,0.10416666666666667,0.5625,0.0625,-0.4375,0.020833333333333332,-0.041666666666666664,0.0,-0.3541666666666667,-0.04166666666666667
exp4,179,50.0,0.041666666666666664,0.0625,0.6041666666666666,0.1875,-0.3125,0.14583333333333334,0.125,0.16666666666666666,-0.1875,0.125
exp4,180,10.0,0.041666666666666664,0.10416666666666667,0.5,0.0625,-0.4375,0.020833333333333332,-0.041666666666666664,0.0,-0.3541666666666667,-0.04166666666666667
exp4,180,50.0,0.041666666666666664,0.0625,0.5833333333333334,0.3333333333333333,-0.16666666666666666,0.2916666666666667,0.2708333333333333,0.3125,-0.041666666666666664,0.2708333333333333
exp4,181,10.0,0.041666666666666664,0.10416666666666667,0.5208333333333334,0.14583333333333334,-0.3541666666666667,0.10416666666666667,0.041666666666666664,0.08333333333333333,-0.2708333333333333,0.04166666666666667
exp4,181,50.0,0.041666666666666664,0.0625,0.4375,0.4791666666666667,-0.020833333333333332,0.4375,0.4166666666666667,0.4583333333333333,0.10416666666666667,0.4166666666666667
exp4,182,10.0,0.041666666666666664,0.10416666666666667,0.5625,1.0,0.5,0.9583333333333334,0.8958333333333334,0.9375,0.5833333333333334,0.8958333333333334
exp4,182,50.0,0.041666666666666664,0.0625,0.625,0.625,0.125,0.5833333333333334,0.5625,0.6041666666666666,0.25,0.5625
exp4,183,10.0,0.041666666666666664,0.10416666666666667,0.6041666666666666,0.6666666666666666,0.16666666666666666,0.625,0.5625,0.6041666666666666,0.25,0.5625
exp4,183,50.0,0.041666666666666664,0.0625,0.5625,0.25,-0.25,0.20833333333333334,0.1875,0.22916666666666666,-0.125,0.1875
exp4,184,10.0,0.041666666666666664,0.10416666666666667,0.6041666666666666,0.4791666666666667,-0.020833333333333332,0.4375,0.375,0.4166666666666667,0.0625,0.375
exp4,184,50.0,0.041666666666666664,0.0625,0.7083333333333334,0.5208333333333334,0.020833333333333332,0.4791666666666667,0.4583333333333333,0.5,0.14583333333333334,0.45833333333333337
exp4,185,10.0,0.041666666666666664,0.10416666666666667,0.6458333333333334,0.5625,0.0625,0.5208333333333334,0.4583333333333333,0.5,0.14583333333333334,0.4583333333333333
exp4,185,50.0,0.041666666666666664,0.0625,0.5,0.625,0.125,0.5833333333333334,0.5625,0.6041666666666666,0.25,0.5625
exp4,186,10.0,0.041666666666666664,0.10416666666666667,0.5416666666666666,0.3333333333333333,-0.16666666666666666,0.2916666666666667,0.22916666666666666,0.2708333333333333,-0.08333333333333333,0.22916666666666663
exp4,186,50.0,0.041666666666666664,0.0625,0.6041666666666666,0.14583333333333334,-0.3541666666666667,0.10416666666666667,0.08333333333333333,0.125,-0.22916666666666666,0.08333333333333334
exp4,187,10.0,0.041666666666666664,0.10416666666666667,0.4166666666666667,0.5,0.0,0.4583333333333333,0.3958333333333333,0.4375,0.08333333333333333,0.3958333333333333
exp4,187,50.0,0.041666666666666664,0.0625,0.375,0.6041666666666666,0.10416666666666667,0.5625,0.5416666666666666,0.5833333333333334,0.22916666666666666,0.5416666666666666
exp4,188,10.0,0.041666666666666664,0.10416666666666667,0.5416666666666666,0.2708333333333333,-0.22916666666666666,0.22916666666666666,0.16666666666666666,0.20833333333333334,-0.14583333333333334,0.16666666666666663
exp4,188,50.0,0.041666666666666664,0.0625,0.4583333333333333,0.6875,0.1875,0.6458333333333334,0.625,0.6666666666666666,0.3125,0.625
exp4,189,10.0,0.041666666666666664,0.10416666666666667,0.4166666666666667,0.9791666666666666,0.4791666666666667,0.9375,0.875,0.9166666666666666,0.5625,0.875
exp4,189,50.0,0.041666666666666664,0.0625,0.3958333333333333,0.9791666666666666,0.4791666666666667,0.9375,0.9166666666666666,0.9583333333333334,0.6041666666666666,0.9166666666666666
exp4,190,10.0,0.041666666666666664,0.10416666666666667,0.4166666666666667,0.6875,0.1875,0.6458333333333334,0.5833333333333334,0.625,0.2708333333333333,0.5833333333333334
exp4,190,50.0,0.041666666666666664,0.0625,0.5208333333333334,0.16666666666666666,-0.3333333333333333,0.125,0.10416666666666667,0.14583333333333334,-0.20833333333333334,0.10416666666666666
exp4,191,10.0,0.041666666666666664,0.10416666666666667,0.3541666666666667,0.0,-0.5,-0.041666666666666664,-0.10416666666666667,-0.0625,-0.4166666666666667,-0.10416666666666667
exp4,191,50.0,0.041666666666666664,0.0625,0.4583333333333333,0.0,-0.5,-0.041666666666666664,-0.0625,-0.020833333333333332,-0.375,-0.0625
exp4,192,10.0,0.041666666666666664,0.10416666666666667,0.5,0.3541666666666667,-0.14583333333333334,0.3125,0.25,0.2916666666666667,-0.0625,0.25
exp4,192,50.0,0.041666666666666664,0.0625,0.4166666666666667,0.5625,0.0625,0.5208333333333334,0.5,0.5416666666666666,0.1875,0.5
exp4,193,10.0,0.041666666666666664,0.10416666666666667,0.625,0.4583333333333333,-0.041666666666666664,0.4166666666666667,0.3541666666666667,0.3958333333333333,0.041666666666666664,0.35416666666666663
exp4,193,50.0,0.041666666666666664,0.0625,0.4166666666666667,0.5208333333333334,0.020833333333333332,0.4791666666666667,0.4583333333333333,0.5,0.14583333333333334,0.45833333333333337
exp4,194,10.0,0.041666666666666664,0.10416666666666667,0.5416666666666666,0.375,-0.125,0.3333333333333333,0.2708333333333333,0.3125,-0.041666666666666664,0.2708333333333333
exp4,194,50.0,0.041666666666666664,0.0625,0.375,0.6041666666666666,0.10416666666666667,0.5625,0.5416666666666666,0.5833333333333334,0.22916666666666666,0.5416666666666666
exp4,195,10.0,0.041666666666666664,0.10416666666666667,0.4166666666666667,0.3125,-0.1875,0.2708333333333333,0.20833333333333334,0.25,-0.10416666666666667,0.20833333333333331
exp4,195,50.0,0.041666666666666664,0.0625,0.4375,0.4791666666666667,-0.020833333333333332,0.4375,0.4166666666666667,0.4583333333333333,0.10416666666666667,0.4166666666666667
exp4,196,10.0,0.041666666666666664,0.10416666666666667,0.6458333333333334,0.9791666666666666,0.4791666666666667,0.9375,0.875,0.9166666666666666,0.5625,0.875
exp4,196,50.0,0.041666666666666664,0.0625,0.4375,0.6666666666666666,0.16666666666666666,0.625,0.6041666666666666,0.6458333333333334,0.2916666666666667,0.6041666666666666
exp4,197,10.0,0.041666666666666664,0.10416666666666667,0.5416666666666666,0.0,-0.5,-0.041666666666666664,-0.10416666666666667,-0.0625,-0.4166666666666667,-0.10416666666666667
exp4,197,50.0,0.041666666666666664,0.0625,0.5,0.041666666666666664,-0.4583333333333333,0.0,-0.020833333333333332,0.020833333333333332,-0.3333333333333333,-0.020833333333333336
exp4,198,10.0,0.041666666666666664,0.10416666666666667,0.5,0.020833333333333332,-0.4791666666666667,-0.020833333333333332,-0.08333333333333333,-0.041666666666666664,-0.3958333333333333,-0.08333333333333334
exp4,198,50.0,0.041666666666666664,0.0625,0.5625,0.041666666666666664,-0.4583333333333333,0.0,-0.020833333333333332,0.020833333333333332,-0.3333333333333333,-0.020833333333333336
